hanzi,traditional,pinyin,pinyin_numeric,hsk_level,frequency,pos,meaning_en,meaning_ko,classifiers
疼爱,疼愛,téng ài,teng2 ai4,5,14247,v/vn,to love dearly,,
提,提,tí,ti2,5,919,v,to carry (hanging down from the hand); to lift; to put forward; to mention; to raise (an issue); upwards character stroke; lifting brush stroke (in painting); scoop for measuring liquid,,
提倡,提倡,tí chàng,ti2 chang4,5,11719,v/vn,to promote; to advocate,,
提纲,提綱,tí gāng,ti2 gang1,5,28361,n,outline; synopsis; notes,,
提问,提問,tí wèn,ti2 wen4,5,5085,vn/v,to question; to quiz; to grill,,
题目,題目,tí mù,ti2 mu4,5,7020,n,subject; title; topic,,个
体会,體會,tǐ huì,ti3 hui4,5,3605,v/vn,to know from experience; to learn through experience; to realize; understanding; experience,,
体积,體積,tǐ jī,ti3 ji1,5,10883,n,volume; bulk,,个
体贴,體貼,tǐ tiē,ti3 tie1,5,7789,v/vn,considerate (of other people's needs),,
体现,體現,tǐ xiàn,ti3 xian4,5,4185,v/vn,to embody; to reflect; to incarnate,,
体验,體驗,tǐ yàn,ti3 yan4,5,2553,v/vn,to experience for oneself,,
天空,天空,tiān kōng,tian1 kong1,5,3292,n,sky,,
天真,天真,tiān zhēn,tian1 zhen1,5,5823,a/an,naive; innocent; artless,,
田野,田野,tián yě,tian2 ye3,5,16069,n,field; open land,,片
挑战,挑戰,tiǎo zhàn,tiao3 zhan4,5,1571,vn/v,to challenge; challenge,,
通常,通常,tōng cháng,tong1 chang2,5,1897,d/b,regular; usual; normal; usually; normally,,
通讯,通訊,tōng xùn,tong1 xun4,5,3811,n,communications; news story; dispatch,,个
同时,同時,tóng shí,tong2 shi2,5,566,c/n/d,at the same time; simultaneously,,
铜,銅,tóng,tong2,5,4916,n,copper (chemistry); see also 红铜,,块
统一,統一,tǒng yī,tong3 yi1,5,3308,v/vn/a/ad,to unify; to integrate; unified; integrated,,
统治,統治,tǒng zhì,tong3 zhi4,5,4679,vn/v,to rule (a country); to govern; rule; regime,,
痛苦,痛苦,tòng kǔ,tong4 ku3,5,1336,an/a/ad,pain; suffering; painful,,个
痛快,痛快,tòng kuài,tong4 kuai4,5,9101,a/an,delighted; to one's heart's content; straightforward; also pr. [tòng kuai],,
投资,投資,tóu zī,tou2 zi1,5,1236,vn/v/n,investment; to invest,,
透明,透明,tòu míng,tou4 ming2,5,6636,a/ad,transparent; (fig.) transparent; open to scrutiny,,
突出,突出,tū chū,tu1 chu1,5,3980,a/v/ad,prominent; outstanding; to give prominence to; to protrude; to project,,
土地,土地,tǔ dì,tu3 di4,5,1563,n,land; soil; territory,,片/块
土豆,土豆,tǔ dòu,tu3 dou4,5,5611,n,potato; (Tw) peanut,,个/颗
吐,吐,tǔ,tu3,5,1958,v,"to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say; to pour out (one's grievances)",,
兔子,兔子,tù zi,tu4 zi5,5,5002,n,hare; rabbit,,只
团,團,tuán,tuan2,5,1597,n/q,"round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)",,
推辞,推辭,tuī cí,tui1 ci2,5,28333,v,"to decline (an appointment, invitation etc)",,
推广,推廣,tuī guǎng,tui1 guang3,5,6093,v/vn,to extend; to spread; to popularize; generalization; promotion (of a product etc),,
推荐,推薦,tuī jiàn,tui1 jian4,5,2168,v/vn,to recommend; recommendation,,
退,退,tuì,tui4,5,1809,v,to retreat; to withdraw; to reject; to return (sth); to decline,,
退步,退步,tuì bù,tui4 bu4,5,21136,v/vn,to do less well than before; to make a concession; setback; backward step; leeway; room to maneuver; fallback,,
退休,退休,tuì xiū,tui4 xiu1,5,3442,v/vn,to retire (from the workforce); to go into retirement,,
歪,歪,wāi,wai1,5,5307,a/v,askew; at a crooked angle; devious; noxious; (coll.) to lie on one's side,,
外交,外交,wài jiāo,wai4 jiao1,5,5317,n,diplomacy; diplomatic; foreign affairs,,个
弯,彎,wān,wan1,5,5007,v/g/a/q,to bend; bent; a bend; a turn (in a road etc),,道
完美,完美,wán měi,wan2 mei3,5,1292,a/ad,perfect,,
完善,完善,wán shàn,wan2 shan4,5,5660,v/a,"(of systems, facilities etc) comprehensive; well-developed; excellent; to refine; to improve",,
完整,完整,wán zhěng,wan2 zheng3,5,2824,a/ad/an,complete; intact,,
玩具,玩具,wán jù,wan2 ju4,5,3240,n,plaything; toy,,
万一,萬一,wàn yī,wan4 yi1,5,2483,c/d/t,just in case; if by any chance; contingency,,
王子,王子,wáng zǐ,wang2 zi3,5,3631,n/nr,prince; son of a king,,
往返,往返,wǎng fǎn,wang3 fan3,5,13580,v/vn,to go back and forth; to go to and fro; to do a round trip,,
危害,危害,wēi hài,wei1 hai4,5,5260,v/vn,to jeopardize; to harm; to endanger; harmful effect; damage,,个
威胁,威脅,wēi xié,wei1 xie2,5,1564,v/vn,to threaten; to menace,,
微笑,微笑,wēi xiào,wei1 xiao4,5,2208,v/vn/n,smile; to smile,,个/丝
围巾,圍巾,wéi jīn,wei2 jin1,5,7051,n,scarf; shawl,,条
围绕,圍繞,wéi rào,wei2 rao4,5,5297,v,to revolve around; to center on (an issue),,
违反,違反,wéi fǎn,wei2 fan3,5,3160,v,to violate (a law),,
唯一,唯一,wéi yī,wei2 yi1,5,426,b/d,only; sole,,
维护,維護,wéi hù,wei2 hu4,5,3156,v/vn,to defend; to safeguard; to protect; to uphold; to maintain,,
伟大,偉大,wěi dà,wei3 da4,5,1387,a,huge; great; grand; worthy of the greatest admiration; important (contribution etc),,
尾巴,尾巴,wěi ba,wei3 ba5,5,6892,n,tail; colloquial pr. [yǐ ba],,
委屈,委屈,wěi qu,wei3 qu5,5,10626,a/v/an/vn/ad,to feel wronged; to cause sb to feel wronged; grievance,,
委托,委託,wěi tuō,wei3 tuo1,5,3172,vn/v,to entrust; to trust; to commission,,
卫生间,衛生間,wèi shēng jiān,wei4 sheng1 jian1,5,7314,n,bathroom; toilet; WC,,间
未必,未必,wèi bì,wei4 bi4,5,7646,d,not necessarily; maybe not,,
未来,未來,wèi lái,wei4 lai2,5,765,t,future; tomorrow; approaching; coming; pending,,个
位置,位置,wèi zhi,wei4 zhi5,5,1003,n,position; place; seat,,个
胃,胃,wèi,wei4,5,3072,n,stomach,,个
温暖,溫暖,wēn nuǎn,wen1 nuan3,5,2753,an/a/v,warm,,
温柔,溫柔,wēn róu,wen1 rou2,5,3534,a/an/ad,gentle and soft; tender; sweet (commonly used to describe a girl or woman),,
文件,文件,wén jiàn,wen2 jian4,5,1342,n,document; file,,份
文具,文具,wén jù,wen2 ju4,5,24111,n,"stationery; item of stationery (pen, pencil, eraser, pencil sharpener etc)",,
文明,文明,wén míng,wen2 ming2,5,3200,n/a/ad,civilized; civilization; culture,,个
文学,文學,wén xué,wen2 xue2,5,4277,n,literature,,种
闻,聞,wén,wen2,5,2427,v,to hear; news; well-known; famous; reputation; fame; to smell; to sniff at,,
吻,吻,wěn,wen3,5,2797,v,kiss; to kiss; mouth,,
稳定,穩定,wěn dìng,wen3 ding4,5,1539,a/an/v/ad,steady; stable; stability; to stabilize; to pacify,,
问候,問候,wèn hòu,wen4 hou4,5,6124,vn/v,to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking),,
卧室,臥室,wò shì,wo4 shi4,5,4607,n,bedroom,,间
屋子,屋子,wū zi,wu1 zi5,5,4296,n,house; room,,间
无奈,無奈,wú nài,wu2 nai4,5,8772,d/an/a/n,to have no alternative; frustrated; exasperated; helpless; (conjunction) but unfortunately,,
无数,無數,wú shù,wu2 shu4,5,3156,m,countless; numberless; innumerable,,
武器,武器,wǔ qì,wu3 qi4,5,1505,n,weapon; arms,,种
武术,武術,wǔ shù,wu3 shu4,5,9314,n,military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage); also called kungfu 功夫,,种
物理,物理,wù lǐ,wu4 li3,5,4843,n,physics; physical,,
物质,物質,wù zhì,wu4 zhi4,5,2353,n,matter; substance; material; materialistic,,个
雾,霧,wù,wu4,5,4332,n,fog; mist,,场/阵
吸收,吸收,xī shōu,xi1 shou1,5,4256,v/vn,to absorb; to assimilate; to ingest; to recruit,,
戏剧,戲劇,xì jù,xi4 ju4,5,5290,n,a drama; a play; theater; script of a play,,
系,係,xì,xi4,5,1415,v/n,to connect; to relate to; to tie up; to bind; to be (literary),,
系领带,繫領帶,xì lǐng dài,xi4 ling3 dai4,5,1000000,,to wear a tie,,
系统,系統,xì tǒng,xi4 tong3,5,552,n/ad/a,system,,个
细节,細節,xì jié,xi4 jie2,5,2507,n,details; particulars,,
瞎,瞎,xiā,xia1,5,3932,d/v/a,blind; groundlessly; foolishly; to no purpose,,
下载,下載,xià zǎi,xia4 zai3,5,4502,v,to download; also pr. [xià zài],,
吓,嚇,hè,he4,5,1856,v,to scare; to intimidate; to threaten; (interjection showing disapproval) tut-tut; (interjection showing astonishment),,
鲜艳,鮮艷,xiān yàn,xian1 yan4,5,15101,a,bright-colored; gaily-colored,,
显得,顯得,xiǎn de,xian3 de5,5,2352,v,to seem; to look; to appear,,
显然,顯然,xiǎn rán,xian3 ran2,5,1345,a/ad,clearly; evidently; obviously,,
显示,顯示,xiǎn shì,xian3 shi4,5,1030,v/vn,to show; to illustrate; to display; to demonstrate,,
县,縣,xiàn,xian4,5,3513,n,county,,
现金,現金,xiàn jīn,xian4 jin1,5,2030,n,cash,,
现实,現實,xiàn shí,xian4 shi2,5,1237,n/a,reality; actuality; real; actual; realistic; pragmatic; materialistic; self-interested,,
现象,現象,xiàn xiàng,xian4 xiang4,5,2440,n,phenomenon; appearance,,个/种
相处,相處,xiāng chǔ,xiang1 chu3,5,3898,v/vn,"to be in contact (with sb); to associate; to interact; to get along (well, poorly)",,
相当,相當,xiāng dāng,xiang1 dang1,5,1139,d/v/vn,equivalent to; appropriate; considerably; to a certain extent; fairly; quite,,
相对,相對,xiāng duì,xiang1 dui4,5,3673,d/v/b,relatively; opposite; to resist; to oppose; relative; vis-a-vis; counterpart,,
相关,相關,xiāng guān,xiang1 guan1,5,1782,vn/v,related; relevant; pertinent; to be interrelated; (statistics) correlation,,
相似,相似,xiāng sì,xiang1 si4,5,4024,a,similar; alike,,
享受,享受,xiǎng shòu,xiang3 shou4,5,1102,v/vn,to enjoy; to live it up; pleasure,,种
想念,想念,xiǎng niàn,xiang3 nian4,5,3090,v,to miss; to remember with longing; to long to see again,,
想象,想象,xiǎng xiàng,xiang3 xiang4,5,1608,v/vn,to imagine; to envision; imagination,,
项,項,xiàng,xiang4,5,837,q,"back of neck; item; thing; term (in a mathematical formula); sum (of money); classifier for principles, items, clauses, tasks, research projects etc",,
项链,項鏈,xiàng liàn,xiang4 lian4,5,6716,n,necklace,,条
项目,項目,xiàng mù,xiang4 mu4,5,908,n,item; project; (sports) event,,个
象棋,象棋,xiàng qí,xiang4 qi2,5,15393,n,Chinese chess,,副
象征,象徵,xiàng zhēng,xiang4 zheng1,5,5049,n/v/vn,emblem; symbol; token; badge; to symbolize; to signify; to stand for,,
橡皮,橡皮,xiàng pí,xiang4 pi2,5,17575,n,rubber; an eraser,,块
消费,消費,xiāo fèi,xiao1 fei4,5,4382,vn/v,to consume; to spend,,
消化,消化,xiāo huà,xiao1 hua4,5,5399,v/vn,to digest (food); (fig.) to absorb (information etc); to assimilate; to process,,
消灭,消滅,xiāo miè,xiao1 mie4,5,4105,v,to put an end to; to annihilate; to cause to perish; to perish; annihilation (in quantum field theory),,
消失,消失,xiāo shī,xiao1 shi1,5,1528,v/vn,to disappear; to fade away,,
销售,銷售,xiāo shòu,xiao1 shou4,5,1999,vn/v,"to sell; to market; sales (representative, agreement etc)",,
小吃,小吃,xiǎo chī,xiao3 chi1,5,10263,n,snack; refreshments,,家
小伙子,小伙子,xiǎo huǒ zi,xiao3 huo3 zi5,5,4267,n,young man; young guy; lad; youngster,,个
小麦,小麥,xiǎo mài,xiao3 mai4,5,8774,n,wheat,,粒
小气,小氣,xiǎo qì,xiao3 qi4,5,13236,a,stingy; miserly; narrow-minded; petty,,
小偷,小偷,xiǎo tōu,xiao3 tou1,5,5113,n,thief,,
孝顺,孝順,xiào shùn,xiao4 shun4,5,17571,v/a/an,filial; dutiful; devoted to one's parents (and grandparents etc); to show filial piety towards (an older family member); filial piety,,
效率,效率,xiào lǜ,xiao4 lü4,5,5188,n,efficiency,,
歇,歇,xiē,xie1,5,6962,v,to rest; to take a break; to stop; to halt; (dialect) to sleep; a moment; a short while,,
协调,協調,xié tiáo,xie2 tiao2,5,4200,v/vn/a/ad/an,to coordinate; to harmonize; to fit together; to match (colors etc); harmonious; concerted,,
斜,斜,xié,xie2,5,7766,ad/v/a,inclined; slanting; oblique; tilting,,
心理,心理,xīn lǐ,xin1 li3,5,1160,n,psychology; mentality,,
心脏,心臟,xīn zàng,xin1 zang4,5,2663,n,heart,,颗/个
欣赏,欣賞,xīn shǎng,xin1 shang3,5,2305,v/vn,to appreciate; to enjoy; to admire,,
信封,信封,xìn fēng,xin4 feng1,5,10268,n,envelope,,个
信号,信號,xìn hào,xin4 hao4,5,1815,n,signal,,
信息,信息,xìn xī,xin4 xi1,5,612,n,information; news; message,,
行动,行動,xíng dòng,xing2 dong4,5,666,vn/v,operation; action; to move about; mobile,,个
行人,行人,xíng rén,xing2 ren2,5,10141,n,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor,,
行为,行為,xíng wéi,xing2 wei2,5,734,n,action; conduct; behavior; activity,,
行业,行業,háng yè,hang2 ye4,5,2346,n,trade; profession; industry; business,,
形成,形成,xíng chéng,xing2 cheng2,5,2335,v/vn,to form; to take shape,,
形容,形容,xíng róng,xing2 rong2,5,4235,v/vn,to describe; (literary) countenance; appearance,,
形式,形式,xíng shì,xing2 shi4,5,2476,n,outer appearance; form; shape; formality,,个
形势,形勢,xíng shì,xing2 shi4,5,3741,n,circumstances; situation; terrain,,个
形象,形象,xíng xiàng,xing2 xiang4,5,2124,n/a,image; form; figure; visualization; vivid,,个
形状,形狀,xíng zhuàng,xing2 zhuang4,5,5839,n,form; shape,,个
幸亏,幸虧,xìng kuī,xing4 kui1,5,10426,d,fortunately; luckily,,
幸运,幸運,xìng yùn,xing4 yun4,5,1830,a/an/ad,fortunate; lucky; fortune; luck,,
性质,性質,xìng zhì,xing4 zhi4,5,6027,n,nature; characteristic,,个
兄弟,兄弟,xiōng dì,xiong1 di4,5,1060,n,"brothers; younger brother; I, me (humble term used by men in public speech); brotherly; fraternal",,个
胸,胸,xiōng,xiong1,5,2291,g/n,chest; bosom; heart; mind; thorax,,
雄伟,雄偉,xióng wěi,xiong2 wei3,5,21406,a,grand; imposing; magnificent; majestic,,
休闲,休閒,xiū xián,xiu1 xian2,5,5276,vn/v,leisure; relaxation; not working; idle; to enjoy leisure; to lie fallow,,
修改,修改,xiū gǎi,xiu1 gai3,5,3871,v/vn,to amend; to alter; to modify,,
虚心,虛心,xū xīn,xu1 xin1,5,25241,a/ad,open-minded; humble,,
叙述,敘述,xù shù,xu4 shu4,5,9937,v/vn,to relate (a story or information); to tell or talk about; to recount; narration; telling; narrative; account,,
宣布,宣布,xuān bù,xuan1 bu4,5,1467,v,to declare; to announce; to proclaim,,
宣传,宣傳,xuān chuán,xuan1 chuan2,5,2072,vn/v,to disseminate; to give publicity to; propaganda,,个
选举,選舉,xuǎn jǔ,xuan3 ju3,5,3104,v/vn,to elect; election,,次/个
学期,學期,xué qī,xue2 qi1,5,5859,n,term; semester,,个
学术,學術,xué shù,xue2 shu4,5,6632,n,learning; science; academic,,个
学问,學問,xué wèn,xue2 wen4,5,14605,n,learning; knowledge,,个
寻找,尋找,xún zhǎo,xun2 zhao3,5,1444,v,to seek; to look for,,
询问,詢問,xún wèn,xun2 wen4,5,3515,v/vn,to inquire,,
迅速,迅速,xùn sù,xun4 su4,5,2524,ad/a,rapid; speedy; fast,,
训练,訓練,xùn liàn,xun4 lian4,5,985,vn/v,to train; to drill; training,,个
延长,延長,yán cháng,yan2 chang2,5,5928,v/vn,to prolong; to extend; to delay,,
严肃,嚴肅,yán sù,yan2 su4,5,3552,a/ad/v,solemn; grave; serious; earnest; severe,,
宴会,宴會,yàn huì,yan4 hui4,5,6859,n,banquet; feast; dinner party,,席/个
阳台,陽臺,yáng tái,yang2 tai2,5,6690,n,balcony; porch,,
痒,癢,yǎng,yang3,5,7367,a,to itch; to tickle,,
样式,樣式,yàng shì,yang4 shi4,5,14126,n,type; style,,
腰,腰,yāo,yao1,5,3323,n,waist; lower back; pocket; middle; loins,,
摇,搖,yáo,yao2,5,3118,v,to shake; to rock; to row; to crank,,
咬,咬,yǎo,yao3,5,2563,v,to bite; to nip,,
要不,要不,yào bù,yao4 bu4,5,3885,c,otherwise; or else; how about...?; either... (or...),,
要是,要是,yào shi,yao4 shi5,5,1413,c/v,(coll.) if,,
业务,業務,yè wù,ye4 wu4,5,2972,n,business; professional work; service,,项
业余,業餘,yè yú,ye4 yu2,5,5236,b,in one's spare time; outside working hours; amateur (historian etc),,
夜,夜,yè,ye4,5,1082,tg/qt,night,,
液体,液體,yè tǐ,ye4 ti3,5,6827,n,liquid,,
一辈子,一輩子,yī bèi zi,yi1 bei4 zi5,5,2335,mq,(for) a lifetime,,
一旦,一旦,yī dàn,yi1 dan4,5,1323,d/c,"in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day",,
一路,一路,yī lù,yi1 lu4,5,2451,mq/d,the whole journey; all the way; going the same way; going in the same direction; of the same kind,,
一致,一致,yī zhì,yi1 zhi4,5,1957,a/an/ad/nz,unanimous; identical (views or opinions),,
依然,依然,yī rán,yi1 ran2,5,1943,d/z,still; as before,,
移动,移動,yí dòng,yi2 dong4,5,1997,vn/v,to move; movement; migration; mobile; portable,,
移民,移民,yí mín,yi2 min2,5,4025,n/vn/v,to immigrate; to migrate; emigrant; immigrant,,
遗憾,遺憾,yí hàn,yi2 han4,5,1908,a/an,regret; to regret; to be sorry that,,
疑问,疑問,yí wèn,yi2 wen4,5,5419,n,question; interrogation; doubt,,
乙,乙,yǐ,yi3,5,7820,m/Mg/n/g,"second of the ten Heavenly Stems 干; second in order; letter ""B"" or Roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 方, as opposed to 方); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5); ancient Chinese compass point: 105°",,
以及,以及,yǐ jí,yi3 ji2,5,558,cc,as well as; too; and,,
以来,以來,yǐ lái,yi3 lai2,5,1117,f,since (a previous event),,
义务,義務,yì wù,yi4 wu4,5,3344,n/d,duty; obligation; volunteer (work etc),,项
议论,議論,yì lùn,yi4 lun4,5,9604,v/vn,to comment; to talk about; to discuss; discussion,,个
意外,意外,yì wài,yi4 wai4,5,1703,a/an/ad,unexpected; accident; mishap,,个
意义,意義,yì yì,yi4 yi4,5,807,n,sense; meaning; significance; importance,,个
因而,因而,yīn ér,yin1 er2,5,8979,c,"therefore; as a result; thus; and as a result, ...",,
因素,因素,yīn sù,yin1 su4,5,2704,n,element; factor,,个
银,銀,yín,yin2,5,2564,b/g/n,silver; silver-colored; relating to money or currency,,
应付,應付,yìng fu,ying4 fu5,5,4308,v/vn,to deal with; to cope,,
应聘,應聘,yìng pìn,ying4 pin4,5,12946,v/vn,to accept a job offer; to apply for an advertised position,,
应用,應用,yìng yòng,ying4 yong4,5,5484,vn/v,"to put to use; to apply; practical; applied (science, linguistics etc); application; practical use; (computing) app",,
英俊,英俊,yīng jùn,ying1 jun4,5,8920,a,handsome,,
英雄,英雄,yīng xióng,ying1 xiong2,5,1553,n,hero,,个
迎接,迎接,yíng jiē,ying2 jie1,5,4264,v,to welcome; to greet,,
营养,營養,yíng yǎng,ying2 yang3,5,4865,n,nutrition; nourishment,,种
营业,營業,yíng yè,ying2 ye4,5,6105,vn/v,to do business; to trade,,
影子,影子,yǐng zi,ying3 zi5,5,5925,n,shadow; reflection; (fig.) hint; indication; influence,,个
硬币,硬幣,yìng bì,ying4 bi4,5,8735,n,coin,,枚
硬件,硬件,yìng jiàn,ying4 jian4,5,10323,n,hardware,,
拥抱,擁抱,yōng bào,yong1 bao4,5,3677,v/vn,to embrace; to hug,,
拥挤,擁擠,yōng jǐ,yong1 ji3,5,8579,a/v,crowded; to throng; congestion,,
勇气,勇氣,yǒng qì,yong3 qi4,5,3096,n,courage; valor,,
用途,用途,yòng tú,yong4 tu2,5,8360,n,use; application,,
优惠,優惠,yōu huì,you1 hui4,5,6443,vn/v,privilege; favorable (terms); preferential (treatment); discount (price),,
优美,優美,yōu měi,you1 mei3,5,7192,a,graceful; fine; elegant,,
优势,優勢,yōu shì,you1 shi4,5,2080,n,superiority; dominance; advantage,,
悠久,悠久,yōu jiǔ,you1 jiu3,5,12577,a,"long (tradition, history etc)",,
犹豫,猶豫,yóu yù,you2 yu4,5,5102,a/an,to hesitate,,
邮局,郵局,yóu jú,you2 ju2,5,11689,n,post office,,家/个
油炸,油炸,yóu zhá,you2 zha2,5,15944,,to deep fry,,
游览,遊覽,yóu lǎn,you2 lan3,5,12549,v/vn,to go sightseeing; to tour; to visit,,次
有利,有利,yǒu lì,you3 li4,5,4172,a,advantageous; favorable,,
幼儿园,幼兒園,yòu ér yuán,you4 er2 yuan2,5,5893,n,kindergarten; nursery school,,
娱乐,娛樂,yú lè,yu2 le4,5,2283,vn/v/n,to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy,,
与其,與其,yǔ qí,yu3 qi2,5,14771,c,"rather than...; 与其 A 如 B (rather than A, better to B)",,
宇宙,宇宙,yǔ zhòu,yu3 zhou4,5,3871,n,universe; cosmos,,
语气,語氣,yǔ qì,yu3 qi4,5,5826,n,tone; manner of speaking; mood,,个
玉米,玉米,yù mǐ,yu4 mi3,5,3314,n,corn; maize,,粒
预报,預報,yù bào,yu4 bao4,5,8603,vn/v,forecast,,
预订,預訂,yù dìng,yu4 ding4,5,6551,v/vn,to place an order; to book ahead,,
预防,預防,yù fáng,yu4 fang2,5,5185,v/vn,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic,,
